"CWNS_ID","FACILITY_ID","STATE_CODE","DISCHARGE_TYPE","PRESENT_DISCHARGE_PERCENTAGE","PROJECTED_DISCHARGE_PERCENTAGE","DISCHARGES_TO_CWNSID"
"48007039065",1183841,"TX","Outfall To Surface Waters",100,100,""
"48007043001",1183863,"TX","Outfall To Surface Waters",100,100,""
"48007168001",1183976,"TX","Outfall To Surface Waters",100,100,""
"48007495001",1184102,"TX","Outfall To Surface Waters",100,100,""
"48007573001",1184150,"TX","Outfall To Surface Waters",100,100,""
"48007619001",1184178,"TX","Discharge To Another Facility",100,100,"48007185001"
"48007812001",1184282,"TX","Discharge To Another Facility",100,100,"48007848001"
"48007861001",1184313,"TX","Discharge To Another Facility",100,100,"48007046001"
"48008037002",1184384,"TX","Outfall To Surface Waters",100,100,""
"48008160001",1184451,"TX","Discharge To Another Facility",100,100,"48000005006"
"48001008002",1227754,"TX","Outfall To Surface Waters",100,100,""
"48003290001",1227830,"TX","Outfall To Surface Waters",100,100,""
"48001151002",2865600,"TX","Outfall To Surface Waters",100,100,""
"48007022002",2870720,"TX","Outfall To Surface Waters",100,100,""
"48001150002",2874500,"TX","Discharge To Another Facility",100,100,"48001150001"
"48001288006",2882386,"TX","Outfall To Surface Waters",100,100,""
"48007826001",2953762,"TX","Outfall To Surface Waters",100,100,""
"48071103001",3124290,"TX","Outfall To Surface Waters",100,100,""
"48001038001",3153697,"TX","Outfall To Surface Waters",100,100,""
"48022012001",3173948,"TX","Outfall To Surface Waters",100,100,""
"48004023002",3507523,"TX","Discharge To Another Facility",100,100,"48000004006"
"48001785001",3515378,"TX","Discharge To Another Facility",100,100,"48007039067"
"48006200001",3526536,"TX","Outfall To Surface Waters",100,100,""
"48006015003",3541077,"TX","Outfall To Surface Waters",100,100,""
"48001122002",3542378,"TX","Discharge To Another Facility",50,50,"48001122001"
"48001122002",3542378,"TX","Reuse: Potable",50,50,""
"48000004005",1182790,"TX","Discharge To Another Facility",100,100,"48000004500"
"48001023001",1182891,"TX","Outfall To Surface Waters",100,100,""
"48002056001",1183139,"TX","Outfall To Surface Waters",100,100,""
"48004035001",1183355,"TX","Discharge To Another Facility",100,100,"48000004501"
"48004044001",1183363,"TX","Discharge To Another Facility",100,100,"48004026001"
"48004073001",1183385,"TX","Discharge To Another Facility",100,100,"48000004006"
"48004078005",1183389,"TX","Outfall To Surface Waters",100,100,""
"48005096001",1183646,"TX","Outfall To Surface Waters",100,100,""
"48007039089",1183854,"TX","Discharge To Another Facility",100,100,"48007444001"
"48007128001",1183942,"TX","Outfall To Surface Waters",100,100,""
"48007175001",1183982,"TX","Outfall To Surface Waters",100,100,""
"48007304001",1184058,"TX","Outfall To Surface Waters",100,100,""
"48007444001",1184081,"TX","Outfall To Surface Waters",100,100,""
"48007469001",1184089,"TX","Discharge To Another Facility",100,100,"48007725001"
"48007638001",1184187,"TX","Discharge To Another Facility",100,100,"48007560001"
"48007826003",1184289,"TX","Outfall To Surface Waters",100,100,""
"48007854001",1184309,"TX","Outfall To Surface Waters",100,100,""
"48008028001",1184372,"TX","Outfall To Surface Waters",100,100,""
"48008031001",1184377,"TX","Outfall To Surface Waters",100,100,""
"48008044001",1184391,"TX","Outfall To Surface Waters",100,100,""
"48008083001",1184422,"TX","Evaporation",100,100,""
"48002059001",1227793,"TX","Evaporation",100,100,""
"48003126001",1227827,"TX","Outfall To Surface Waters",100,100,""
"48004094001",1227847,"TX","Outfall To Surface Waters",100,100,""
"48004207001",1227852,"TX","Outfall To Surface Waters",100,100,""
"48006053001",1227899,"TX","Outfall To Surface Waters",100,100,""
"48007039079",2884962,"TX","Discharge To Another Facility",100,100,"48007039061"
"48007909001",3124148,"TX","Discharge To Another Facility",100,100,"48009516001"
"48001110001",1227763,"TX","Outfall To Surface Waters",100,100,""
"48001242001",1227775,"TX","Outfall To Surface Waters",100,100,""
"48001285001",1227777,"TX","Outfall To Surface Waters",100,100,""
"48003110001",1227823,"TX","Outfall To Surface Waters",100,100,""
"48003118001",1227826,"TX","Outfall To Surface Waters",100,100,""
"48005094001",1227885,"TX","Outfall To Surface Waters",100,100,""
"48092036001",2961542,"TX","Outfall To Surface Waters",100,100,""
"48000160001",1182841,"TX","Outfall To Surface Waters",100,100,""
"48001151001",1182954,"TX","Outfall To Surface Waters",100,100,""
"48001243001",1183021,"TX","Outfall To Surface Waters",100,100,""
"48001247001",1183024,"TX","Outfall To Surface Waters",100,100,""
"48001262001",1183033,"TX","Outfall To Surface Waters",100,100,""
"48003102001",1183250,"TX","Outfall To Surface Waters",100,100,""
"48003232001",1183293,"TX","Outfall To Surface Waters",100,100,""
"48004029001",1183349,"TX","Discharge To Another Facility",100,100,"48000004500"
"48004045001",1183364,"TX","Discharge To Another Facility",100,100,"48004048001"
"48004065001",1183380,"TX","Outfall To Surface Waters",100,100,""
"48004110001",1183417,"TX","Discharge To Another Facility",100,100,"48000004001"
"48004119001",1183428,"TX","Discharge To Another Facility",100,100,"48000004501"
"48004204001",1183459,"TX","Outfall To Surface Waters",100,100,""
"48004313001",1183505,"TX","Outfall To Surface Waters",100,100,""
"48005256001",1183667,"TX","Outfall To Surface Waters",100,100,""
"48006154001",1183755,"TX","Outfall To Surface Waters",100,100,""
"48006167001",1183758,"TX","Outfall To Surface Waters",100,100,""
"48006185001",1183767,"TX","Outfall To Surface Waters",100,100,""
"48007146001",1183959,"TX","Outfall To Surface Waters",100,100,""
"48007151001",1183960,"TX","Outfall To Surface Waters",100,100,""
"48007515001",1184116,"TX","Discharge To Another Facility",100,100,"48007064002"
"48007596001",1184165,"TX","Outfall To Surface Waters",100,100,""
"48007799001",1184275,"TX","Discharge To Another Facility",100,100,"48007848001"
"48008028003",1184373,"TX","Outfall To Surface Waters",100,100,""
"48008191001",1184458,"TX","Outfall To Surface Waters",100,100,""
"48009501001",1184501,"TX","Outfall To Surface Waters",100,100,""
"48002081001",1183152,"TX","Evaporation",100,100,""
"48000238001",1182865,"TX","Evaporation",100,100,""
"48000000102",3608723,"TX","Outfall To Surface Waters",100,100,""
"48004296001",3131728,"TX","Discharge To Another Facility",100,100,"48004082002"
"48071128001",3136408,"TX","Discharge To Another Facility",100,100,"48007508001"
"48001818001",3506860,"TX","Outfall To Surface Waters",100,100,""
"48003033016",3514807,"TX","Outfall To Surface Waters",100,100,""
"48000001003",1182783,"TX","Outfall To Surface Waters",100,100,""
"48000117001",1182807,"TX","Outfall To Surface Waters",100,100,""
"48001106001",1182911,"TX","Outfall To Surface Waters",100,100,""
"48001108001",1182913,"TX","Outfall To Surface Waters",100,100,""
"48002068001",1183147,"TX","Outfall To Surface Waters",100,100,""
"48003287002",1183312,"TX","Discharge To Another Facility",100,100,"48003111003"
"48004075001",1183386,"TX","Outfall To Surface Waters",100,100,""
"48004091001",1183400,"TX","Discharge To Another Facility",100,100,"48004122001"
"48005007001",1183569,"TX","Discharge To Another Facility",100,100,"48005006006"
"48005010002",1183573,"TX","Outfall To Surface Waters",100,100,""
"48006064001",1183722,"TX","Outfall To Surface Waters",100,100,""
"48007002001",1183772,"TX","Outfall To Surface Waters",100,100,""
"48007033001",1183814,"TX","Outfall To Surface Waters",100,100,""
"48007057002",1183878,"TX","Outfall To Surface Waters",100,100,""
"48007059003",1183882,"TX","Outfall To Surface Waters",100,100,""
"48007172001",1183980,"TX","Discharge To Another Facility",100,100,"48007008001"
"48007305001",1184059,"TX","Outfall To Surface Waters",100,100,""
"48007413001",1184066,"TX","Outfall To Surface Waters",100,100,""
"48007512001",1184114,"TX","Discharge To Another Facility",100,100,"48007064002"
"48007669001",1184203,"TX","Outfall To Surface Waters",100,100,""
"48008011001",1184352,"TX","Discharge To Another Facility",100,100,"48008015003"
"48008150001",1184447,"TX","Outfall To Surface Waters",100,100,""
"48000000408",3612157,"TX","Outfall To Surface Waters",100,100,""
"48000000412",3612700,"TX","No Discharge, unknown",0,100,""
"48002037001",1183128,"TX","Reuse: Landscape-related irrigation",100,100,""
"48008060001",1227941,"TX","Evaporation",100,100,""
"48000000117",3609574,"TX","Outfall To Surface Waters",100,100,""
"48000000132",3610453,"TX","Reuse: Agricultural-related and livestock watering",100,100,""
"48000000109",3609163,"TX","Outfall To Surface Waters",100,100,""
"48000001004",1182784,"TX","Outfall To Surface Waters",100,100,""
"48000000133",3610460,"TX","Outfall To Surface Waters",0,100,""
"48001149001",1182952,"TX","Evaporation",100,0,""
"48000017016",401860,"TX","Outfall To Surface Waters",100,100,""
"48000000404",3611321,"TX","Outfall To Surface Waters",0,100,""
"48000000409",3612343,"TX","Reuse: Other Centralized Non-Potable",5,5,""
"48001216002",1182996,"TX","Reuse: Other Centralized Non-Potable",0,5,""
"48000000419",3613244,"TX","Outfall To Surface Waters",0,100,""
"48000000421",3613307,"TX","Reuse: Impoundments",0,100,""
"48004375001",1183543,"TX","Reuse: Landscape-related irrigation",100,100,""
"48000000423",3613866,"TX","Reuse: Industrial",80,80,""
"48000000162",3610515,"TX","Outfall To Surface Waters",100,100,""
"48000000167",3610568,"TX","Outfall To Surface Waters",100,100,""
"48001046001",1182901,"TX","Discharge To Another Facility",0,100,"48000000172"
"48001484001",1067927,"TX","Discharge To Another Facility",100,100,"48001218002"
"48001405001",1227781,"TX","Outfall To Surface Waters",100,100,""
"48003004001",1227801,"TX","Outfall To Surface Waters",100,100,""
"48071124001",3139722,"TX","Outfall To Surface Waters",100,100,""
"48071221001",3149308,"TX","Outfall To Surface Waters",100,100,""
"48008035002",3303555,"TX","Discharge To Another Facility",100,100,"48008035001"
"48008041002",3505000,"TX","Outfall To Surface Waters",100,100,""
"48001765001",3516456,"TX","Outfall To Surface Waters",100,100,""
"48001107003",412991,"TX","Discharge To Another Facility",100,100,"48001104003"
"48003022001",1183185,"TX","Discharge To Another Facility",100,100,"48000001003"
"48003206001",1183288,"TX","Outfall To Surface Waters",100,100,""
"48004280001",1183498,"TX","Outfall To Surface Waters",100,100,""
"48007113001",1183931,"TX","Discharge To Another Facility",100,100,"48007822001"
"48007521001",1184120,"TX","Outfall To Surface Waters",100,100,""
"48007551001",1184138,"TX","Discharge To Another Facility",100,100,"48007200001"
"48007676001",1184207,"TX","Outfall To Surface Waters",100,100,""
"48007807001",1184280,"TX","Outfall To Surface Waters",100,100,""
"48007884002",1184330,"TX","Discharge To Another Facility",100,100,"48007505001"
"48001166001",1182960,"TX","Evaporation",100,100,""
"48003098001",1183245,"TX","Reuse: Irrigation",100,100,""
"48004025001",1183342,"TX","Discharge To Another Facility",100,100,"48000004501"
"48004056001",1183373,"TX","Outfall To Surface Waters",100,100,""
"48004120001",1183429,"TX","Discharge To Another Facility",100,100,"48004122001"
"48005058001",1183611,"TX","Outfall To Surface Waters",100,100,""
"48005110001",1183656,"TX","Outfall To Surface Waters",100,100,""
"48007001001",1183771,"TX","Outfall To Surface Waters",100,100,""
"48007050001",1183871,"TX","Discharge To Another Facility",100,100,"48007051001"
"48000113001",1182804,"TX","Evaporation",100,100,""
"48000156001",1182837,"TX","Evaporation",100,100,""
"48000184001",1182854,"TX","Evaporation",100,100,""
"48001102001",1182905,"TX","Outfall To Surface Waters",100,95,""
"48001130001",1182933,"TX","Reuse: Landscape-related irrigation",100,100,""
"48001137001",1182940,"TX","Outfall To Surface Waters",100,100,""
"48002036001",1183127,"TX","Outfall To Surface Waters",100,100,""
"48003008001",1183171,"TX","Discharge To Another Facility",100,100,"48000001001"
"48003073001",1183224,"TX","Outfall To Surface Waters",100,100,""
"48006010001",1183682,"TX","Outfall To Surface Waters",100,100,""
"48007015001",1183786,"TX","Outfall To Surface Waters",100,100,""
"48007039061",1183840,"TX","Outfall To Surface Waters",100,100,""
"48007039085",1183852,"TX","Outfall To Surface Waters",100,100,""
"48007064041",1183893,"TX","Outfall To Surface Waters",100,100,""
"48007590001",1184162,"TX","Discharge To Another Facility",100,100,"48007632001"
"48007611001",1184172,"TX","Discharge To Another Facility",100,100,"48007632001"
"48007802001",1184277,"TX","Outfall To Surface Waters",100,100,""
"48008019001",1184364,"TX","Discharge To Another Facility",100,100,"48008047002"
"48008051001",1184397,"TX","Outfall To Surface Waters",100,100,""
"48008078001",1184419,"TX","Outfall To Surface Waters",100,100,""
"48000004503",1182792,"TX","Discharge To Another Facility",100,100,"48000004001"
"48001147001",1182950,"TX","Outfall To Surface Waters",100,100,""
"48001158001",1182956,"TX","Outfall To Surface Waters",100,100,""
"48001210001",1182990,"TX","Outfall To Surface Waters",100,100,""
"48001403001",1183075,"TX","Outfall To Surface Waters",100,100,""
"48001587009",1183104,"TX","Discharge To Another Facility",100,100,"48001119002"
"48002021001",1183119,"TX","Evaporation",100,100,""
"48003033001",1183196,"TX","Discharge To Another Facility",100,100,"48003033005"
"48003047001",1183211,"TX","Reuse: Potable",100,100,""
"48003062001",1183220,"TX","Outfall To Surface Waters",100,100,""
"48003074001",1183225,"TX","Outfall To Surface Waters",100,100,""
"48003165001",1183281,"TX","Evaporation",100,100,""
"48004032001",1183353,"TX","Discharge To Another Facility",97,91,"48000004502"
"48009057001",1184495,"TX","Evaporation",100,100,""
"48000017017",401848,"TX","Outfall To Surface Waters",100,100,""
"48000005001",1182793,"TX","Outfall To Surface Waters",100,100,""
"48000169001",1182850,"TX","Evaporation",100,100,""
"48001008001",1182878,"TX","Outfall To Surface Waters",100,100,""
"48001022001",1182890,"TX","Discharge To Another Facility",100,100,"48001009008"
"48003066001",1183222,"TX","Outfall To Surface Waters",100,100,""
"48003114001",1183259,"TX","Outfall To Surface Waters",100,100,""
"48004089001",1183398,"TX","Outfall To Surface Waters",100,100,""
"48004150001",1183457,"TX","Outfall To Surface Waters",100,100,""
"48004277001",1183495,"TX","Discharge To Another Facility",100,100,"48004111002"
"48004354010",1183525,"TX","Outfall To Surface Waters",100,100,""
"48005243001",1183665,"TX","Outfall To Surface Waters",100,100,""
"48006043002",1183706,"TX","Outfall To Surface Waters",100,100,""
"48006176001",1183760,"TX","Discharge To Another Facility",100,100,"48001233001"
"48007169001",1183977,"TX","Discharge To Another Facility",100,100,"48007848002"
"48007207001",1184000,"TX","Discharge To Another Facility",100,100,"48007615001"
"48007524001",1184121,"TX","Outfall To Surface Waters",100,100,""
"48007651002",1184195,"TX","Outfall To Surface Waters",100,100,""
"48007792001",1184273,"TX","Discharge To Another Facility",100,100,"48007854001"
"48007822001",1184287,"TX","Outfall To Surface Waters",100,100,""
"48008015003",1184359,"TX","Outfall To Surface Waters",100,100,""
"48008042001",1184389,"TX","Outfall To Surface Waters",100,100,""
"48000142001",1182827,"TX","Evaporation",100,100,""
"48001208001",1182988,"TX","Outfall To Surface Waters",100,100,""
"48001130002",1182934,"TX","Outfall To Surface Waters",100,100,""
"48003109001",1183254,"TX","Outfall To Surface Waters",100,0,""
"48004118001",1183427,"TX","Discharge To Another Facility",100,100,"48004122001"
"48007039006",1183824,"TX","Outfall To Surface Waters",100,100,""
"48007501001",1184107,"TX","Outfall To Surface Waters",100,100,""
"48007526001",1184123,"TX","Discharge To Another Facility",100,100,"48007650001"
"48007675001",1184206,"TX","Discharge To Another Facility",100,100,"48007064002"
"48007725001",1184239,"TX","Outfall To Surface Waters",100,100,""
"48000004002",1182788,"TX","Outfall To Surface Waters",100,100,""
"48000105001",1182799,"TX","Outfall To Surface Waters",100,90,""
"48001113001",1182917,"TX","Outfall To Surface Waters",100,100,""
"48001145001",1182948,"TX","Evaporation",100,100,""
"48001231001",1183010,"TX","Outfall To Surface Waters",100,100,""
"48003005001",1183169,"TX","Discharge To Another Facility",65,65,"48003058001"
"48003005001",1183169,"TX","Discharge To Another Facility",35,35,"48003058003"
"48003027001",1183189,"TX","Discharge To Another Facility",100,100,"48000001003"
"48003041001",1183207,"TX","Outfall To Surface Waters",100,100,""
"48003289001",1183314,"TX","Outfall To Surface Waters",100,100,""
"48004034001",1183354,"TX","Discharge To Another Facility",100,100,"48004026001"
"48004037001",1183356,"TX","Discharge To Another Facility",100,100,"48000004002"
"48004086001",1183395,"TX","Outfall To Surface Waters",100,100,""
"48004217001",1183470,"TX","Outfall To Surface Waters",100,100,""
"48004273001",1183494,"TX","Evaporation",100,100,""
"48005042001",1183598,"TX","Outfall To Surface Waters",100,100,""
"48005081001",1183631,"TX","Outfall To Surface Waters",100,100,""
"48007020001",1183791,"TX","Discharge To Another Facility",100,100,"48007020002"
"48007047001",1183865,"TX","Outfall To Surface Waters",100,100,""
"48007099001",1183921,"TX","Outfall To Surface Waters",100,100,""
"48007206001",1183999,"TX","Discharge To Another Facility",100,100,"48007535002"
"48000155001",1182836,"TX","Evaporation",100,100,""
"48001009001",1182879,"TX","Outfall To Surface Waters",25,25,""
"48001009001",1182879,"TX","Reuse: Industrial",50,50,""
"48001223001",1183004,"TX","Outfall To Surface Waters",100,100,""
"48001249001",1183026,"TX","Outfall To Surface Waters",100,100,""
"48003033002",1183197,"TX","Outfall To Surface Waters",100,100,""
"48003041002",1183208,"TX","Outfall To Surface Waters",100,100,""
"48003111001",1183255,"TX","Discharge To Another Facility",100,100,"48003111003"
"48004053001",1183371,"TX","Discharge To Another Facility",100,100,"48004048001"
"48004140001",1183450,"TX","Discharge To Another Facility",100,100,"48004122001"
"48006017001",1183688,"TX","Outfall To Surface Waters",100,100,""
"48007021001",1183793,"TX","Outfall To Surface Waters",100,100,""
"48007039003",1183822,"TX","Outfall To Surface Waters",100,100,""
"48007040001",1183858,"TX","Outfall To Surface Waters",100,100,""
"48007048003",1183868,"TX","Outfall To Surface Waters",100,100,""
"48007133001",1183947,"TX","Discharge To Another Facility",100,100,"48007153001"
"48007402001",1184063,"TX","Outfall To Surface Waters",100,100,""
"48007513001",1184115,"TX","Discharge To Another Facility",100,100,"48007200001"
"48007556001",1184140,"TX","Outfall To Surface Waters",100,100,""
"48007654001",1184198,"TX","Outfall To Surface Waters",100,100,""
"48008022001",1184367,"TX","Discharge To Another Facility",100,100,"48008047002"
"48002127001",2819846,"TX","Discharge To Another Facility",100,100,"48001104003"
"48002036002",2961502,"TX","Outfall To Surface Waters",100,100,""
"48008045003",3049348,"TX","Outfall To Surface Waters",100,100,""
"48002070001",1183149,"TX","Outfall To Surface Waters",100,100,""
"48003028003",1183191,"TX","Discharge To Another Facility",100,100,"48000001003"
"48000146001",1182829,"TX","Evaporation",100,100,""
"48000150001",1182833,"TX","Evaporation",100,100,""
"48001118001",1182919,"TX","Outfall To Surface Waters",100,100,""
"48000114001",1182805,"TX","Outfall To Surface Waters",100,100,""
"48001125003",1182929,"TX","Outfall To Surface Waters",100,100,""
"48001209001",1182989,"TX","Outfall To Surface Waters",100,100,""
"48003115001",1183260,"TX","Outfall To Surface Waters",100,100,""
"48003119001",1183263,"TX","Outfall To Surface Waters",100,100,""
"48003138001",1183274,"TX","Evaporation",100,100,""
"48003299001",1183317,"TX","Outfall To Surface Waters",100,100,""
"48004038001",1183357,"TX","Discharge To Another Facility",100,100,"48004354004"
"48004102001",1183409,"TX","Outfall To Surface Waters",100,100,""
"48005054001",1183607,"TX","Outfall To Surface Waters",100,100,""
"48005086001",1183636,"TX","Outfall To Surface Waters",100,100,""
"48005116001",1183657,"TX","Outfall To Surface Waters",100,100,""
"48006009007",1183681,"TX","Outfall To Surface Waters",100,100,""
"48007013001",1183784,"TX","Discharge To Another Facility",100,100,"48007006001"
"48007023002",1183798,"TX","Outfall To Surface Waters",100,100,""
"48007499001",1184105,"TX","Outfall To Surface Waters",100,100,""
"48007643001",1184191,"TX","Outfall To Surface Waters",100,100,""
"48007672001",1184204,"TX","Discharge To Another Facility",100,100,"48007039025"
"48007695001",1184221,"TX","Outfall To Surface Waters",100,100,""
"48007815001",1184284,"TX","Outfall To Surface Waters",100,100,""
"48007851001",1184306,"TX","Outfall To Surface Waters",100,100,""
"48007871001",1184319,"TX","Outfall To Surface Waters",100,100,""
"48007878001",1184326,"TX","Outfall To Surface Waters",100,100,""
"48008075001",1184416,"TX","Outfall To Surface Waters",100,100,""
"48007716001",1184232,"TX","Discharge To Another Facility",100,100,"48007530001"
"48007752001",1184253,"TX","Outfall To Surface Waters",100,100,""
"48007835001",1184295,"TX","Outfall To Surface Waters",100,100,""
"48007862001",1184314,"TX","Discharge To Another Facility",100,100,"48007046001"
"48008010001",1184351,"TX","Discharge To Another Facility",100,100,"48008015002"
"48008020001",1184366,"TX","Discharge To Another Facility",100,100,"48008015002"
"48009004001",1184468,"TX","Outfall To Surface Waters",100,100,""
"48002023001",1227783,"TX","Discharge To Another Facility",100,100,"48002031001"
"48003053001",1227807,"TX","Outfall To Surface Waters",100,100,""
"48005105001",1227889,"TX","Outfall To Surface Waters",100,100,""
"48007911001",1184340,"TX","Outfall To Surface Waters",100,100,""
"48008073001",1184414,"TX","Outfall To Surface Waters",100,100,""
"48008204001",1184464,"TX","Discharge To Another Facility",100,100,"48000017009"
"48009009001",1184472,"TX","Outfall To Surface Waters",100,100,""
"48001127001",1182930,"TX","Outfall To Surface Waters",100,100,""
"48007300001",1184049,"TX","Outfall To Surface Waters",100,100,""
"48007532001",1184127,"TX","Discharge To Another Facility",100,100,"48007033006"
"48007620001",1184179,"TX","Outfall To Surface Waters",100,100,""
"48007872001",1184320,"TX","Discharge To Another Facility",100,100,"48007200001"
"48007923001",1184341,"TX","Outfall To Surface Waters",100,100,""
"48007933001",1184344,"TX","Evaporation",100,100,""
"48009001002",1184465,"TX","Evaporation",100,100,""
"48009039001",1184488,"TX","Outfall To Surface Waters",100,100,""
"48003081002",1183232,"TX","Outfall To Surface Waters",100,100,""
"48004123001",1183433,"TX","Discharge To Another Facility",100,100,"48000004007"
"48004354001",1183519,"TX","Outfall To Surface Waters",100,100,""
"48005093001",1183644,"TX","Outfall To Surface Waters",100,100,""
"48007064003",1183889,"TX","Outfall To Surface Waters",100,100,""
"48007121001",1183937,"TX","Discharge To Another Facility",100,100,"48007120001"
"48007540001",1184132,"TX","Outfall To Surface Waters",100,100,""
"48007541001",1184133,"TX","Outfall To Surface Waters",100,100,""
"48007659001",1184199,"TX","Discharge To Another Facility",100,100,"48007878001"
"48007758001",1184256,"TX","Discharge To Another Facility",100,100,"48007064041"
"48007849001",1184304,"TX","Outfall To Surface Waters",100,100,""
"48007885001",1184331,"TX","Discharge To Another Facility",100,100,"48007719001"
"48007925001",1184342,"TX","Outfall To Surface Waters",100,100,""
"48008063001",1184405,"TX","Outfall To Surface Waters",100,100,""
"48003112001",1227824,"TX","Outfall To Surface Waters",100,100,""
"48004077001",1227844,"TX","Outfall To Surface Waters",100,100,""
"48005112001",1227890,"TX","Outfall To Surface Waters",100,100,""
"48001010001",1227758,"TX","Outfall To Surface Waters",100,100,""
"48071216001",3149092,"TX","Discharge To Another Facility",100,100,"48007614001"
"48002020001",3516976,"TX","Outfall To Surface Waters",100,100,""
"48004013001",1227835,"TX","Discharge To Another Facility",100,100,"48004354501"
"48006052001",1227898,"TX","Outfall To Surface Waters",100,100,""
"48007912001",3124028,"TX","Outfall To Surface Waters",100,100,""
"48007079001",1183903,"TX","Outfall To Surface Waters",100,100,""
"48007209001",1184002,"TX","Outfall To Surface Waters",100,100,""
"48003029001",1183192,"TX","Outfall To Surface Waters",100,100,""
"48003060001",1183218,"TX","Outfall To Surface Waters",100,100,""
"48003076001",1183227,"TX","Outfall To Surface Waters",100,100,""
"48004111002",1183420,"TX","Outfall To Surface Waters",100,100,""
"48005010001",1183572,"TX","Outfall To Surface Waters",100,100,""
"48005036001",1183593,"TX","Outfall To Surface Waters",100,100,""
"48006066002",1183724,"TX","Outfall To Surface Waters",100,100,""
"48007021003",1183795,"TX","Outfall To Surface Waters",100,100,""
"48007039043",1183838,"TX","Outfall To Surface Waters",100,100,""
"48007142001",1183956,"TX","Outfall To Surface Waters",100,100,""
"48007682001",1184211,"TX","Discharge To Another Facility",100,100,"48007200001"
"48007709001",1184229,"TX","Outfall To Surface Waters",100,100,""
"48007900001",1184333,"TX","Discharge To Another Facility",100,100,"48001658001"
"48008015001",1184357,"TX","Discharge To Another Facility",100,100,"48000000423"
"48008015004",1184360,"TX","Outfall To Surface Waters",100,100,""
"48001640001",3150353,"TX","Outfall To Surface Waters",100,100,""
"48009001001",1227950,"TX","Outfall To Surface Waters",100,100,""
"48006020004",2887746,"TX","Outfall To Surface Waters",100,100,""
"48000000112",3609242,"TX","Outfall To Surface Waters",100,100,""
"48000116001",1182806,"TX","Evaporation",100,100,""
"48001125001",1182927,"TX","Outfall To Surface Waters",100,100,""
"48002067001",1183146,"TX","Reuse: Agricultural-related and livestock watering",100,100,""
"48003082001",1183233,"TX","Outfall To Surface Waters",100,100,""
"48003120001",1183264,"TX","Outfall To Surface Waters",100,100,""
"48005004001",1183564,"TX","Discharge To Another Facility",100,100,"48005006001"
"48007077001",1183902,"TX","Discharge To Another Facility",100,100,"48007033006"
"48007161001",1183970,"TX","Outfall To Surface Waters",100,100,""
"48007165001",1183973,"TX","Outfall To Surface Waters",100,100,""
"48007508001",1184112,"TX","Outfall To Surface Waters",100,100,""
"48007561001",1184142,"TX","Discharge To Another Facility",100,100,"48007536001"
"48007680001",1184210,"TX","Outfall To Surface Waters",100,100,""
"48007852001",1184307,"TX","Outfall To Surface Waters",100,100,""
"48001004001",1182873,"TX","Evaporation",100,100,""
"48001117001",1182918,"TX","Outfall To Surface Waters",100,100,""
"48001146001",1182949,"TX","Outfall To Surface Waters",100,100,""
"48002010001",1183113,"TX","Evaporation",100,100,""
"48002058001",1183140,"TX","Outfall To Surface Waters",100,100,""
"48002061001",1183142,"TX","Evaporation",100,100,""
"48002141001",1183164,"TX","Outfall To Surface Waters",100,100,""
"48003011003",1183176,"TX","Outfall To Surface Waters",100,100,""
"48003056001",1183215,"TX","Outfall To Surface Waters",100,100,""
"48003081001",1183231,"TX","Outfall To Surface Waters",100,100,""
"48003083001",1183234,"TX","Outfall To Surface Waters",100,100,""
"48004027001",1183346,"TX","Discharge To Another Facility",100,100,"48000004002"
"48004117001",1183426,"TX","Discharge To Another Facility",100,100,"48004122001"
"48005002001",1183563,"TX","Outfall To Surface Waters",100,100,""
"48005056001",1183609,"TX","Outfall To Surface Waters",100,100,""
"48005080002",1183630,"TX","Outfall To Surface Waters",100,100,""
"48006009004",1183679,"TX","Outfall To Surface Waters",100,100,""
"48006044001",1183707,"TX","Outfall To Surface Waters",100,100,""
"48007006001",1183775,"TX","Outfall To Surface Waters",100,100,""
"48007056001",1183876,"TX","Outfall To Surface Waters",100,100,""
"48007136001",1183950,"TX","Outfall To Surface Waters",100,100,""
"48007208001",1184001,"TX","Outfall To Surface Waters",100,100,""
"48007773001",1184264,"TX","Outfall To Surface Waters",100,100,""
"48007814001",1184283,"TX","Evaporation",100,100,""
"48007863001",1184315,"TX","Discharge To Another Facility",100,100,"48007046001"
"48007886001",1184332,"TX","Discharge To Another Facility",100,100,"48007596001"
"48004122007",3513977,"TX","Discharge To Another Facility",100,100,"48000004001"
"48007910001",3124073,"TX","Discharge To Another Facility",100,100,"48009516001"
"48001684001",3150468,"TX","Outfall To Surface Waters",100,100,""
"48003223001",3174310,"TX","Outfall To Surface Waters",100,100,""
"48003035004",3517258,"TX","Outfall To Surface Waters",100,100,""
"48005006007",3521755,"TX","Outfall To Surface Waters",100,100,""
"48003035005",3536257,"TX","Outfall To Surface Waters",100,0,""
"48003035005",3536257,"TX","Discharge To Another Facility",0,100,"48003035004"
"48002089001",1067980,"TX","Outfall To Surface Waters",100,100,""
"48003040004",405776,"TX","Discharge To Another Facility",0,100,"48003040001"
"48006022001",417949,"TX","Outfall To Surface Waters",100,100,""
"48002075001",1227798,"TX","Evaporation",100,100,""
"48003067001",1227810,"TX","Outfall To Surface Waters",100,100,""
"48003081003",1227817,"TX","Discharge To Another Facility",100,100,"48003081001"
"48003095001",1227820,"TX","Outfall To Surface Waters",100,100,""
