"CWNS_ID","FACILITY_ID","STATE_CODE","RESPONSIBLE_ENTITY","AUTHORITY_NAME"
"48007085001",1183908,"TX","N","HARRIS COUNTY MUD NO. 6"
"48007087001",1183910,"TX","N","HARRIS COUNTY FWSD 47"
"48007088001",1183911,"TX","N","SHELDON ROAD MUD"
"48007091001",1183914,"TX","N","HARRIS COUNTY FWSD NO. 58"
"48007094001",1183916,"TX","N","CITY OF KENDLETON"
"48005091001",1183641,"TX","N","DELTA COUNTY MUD"
"48005093001",1183644,"TX","N","CITY OF QUINLAN"
"48005095001",1183645,"TX","N","CITY OF RENO"
"48005096001",1183646,"TX","N","CITY OF RUSK"
"48005100001",1183648,"TX","N","CITY OF TRINIDAD"
"48005101001",1183649,"TX","N","CITY OF VAN"
"48005102001",1183650,"TX","N","CITY OF WEST TAWAKONI"
"48005104001",1183651,"TX","N","CITY OF WILLS POINT"
"48005106001",1183652,"TX","N","CITY OF WHITE OAK"
"48005107001",1183653,"TX","N","CITY OF WASKOM"
"48005108001",1183654,"TX","N","CITY OF WOLFE CITY"
"48005110001",1183656,"TX","N","LIBERTY DANVILLE FWSD 2"
"48007151001",1183960,"TX","N","BILMA PUBLIC UTILITY DISTRICT"
"48007153001",1183962,"TX","N","HARRIS COUNTY MUD 208"
"48007154001",1183963,"TX","N","NORTHWEST HARRIS COUNTY MUD 24"
"48007156001",1183965,"TX","N","HARRIS COUNTY MUD 170"
"48007158001",1183967,"TX","N","HARRIS COUNTY MUD 189"
"48007159001",1183968,"TX","N","HARRIS COUNTY MUD 200"
"48007161001",1183970,"TX","N","NORTHWEST HARRIS CO. MUD NO.19"
"48007162001",1183971,"TX","N","NORTHWEST HARRIS CO MUD 20"
"48007164001",1183972,"TX","N","HORSEPEN BAYOU MUD"
"48007165001",1183973,"TX","N","GREEN TRAIL MUD             ."
"48007166001",1183974,"TX","N","NOTTINGHAM COUNTRY MUD"
"48007167001",1183975,"TX","N","WEST HARRIS COUNTY MUD 17"
"48007168001",1183976,"TX","N","WEST HARRIS COUNTY MUD 7"
"48004016003",1183333,"TX","Y","RICHARDSON"
"48004016001",1183331,"TX","Y","RICHARDSON"
"48004016002",1183332,"TX","Y","RICHARDSON"
"48004016004",2822900,"TX","Y","RICHARDSON"
"48004018001",1183334,"TX","Y","WESTMINSTER"
"48004019001",1183335,"TX","Y","WYLIE"
"48004020001",1183336,"TX","Y","ADDISON"
"48004021001",1183337,"TX","Y","Balch Springs"
"48004022001",1183339,"TX","Y","CARROLLTON"
"48004023001",1183340,"TX","Y","CEDAR HILL"
"48001102001",1182905,"TX","Y","BROWNSVILLE"
"48001102004",1227762,"TX","Y","BROWNSVILLE"
"48001102002",2819741,"TX","Y","BROWNSVILLE"
"48001103001",1182907,"TX","Y","COMBES"
"48001104004",1182909,"TX","Y","Harlingen Waterworks System"
"48001104003",1182908,"TX","Y","Harlingen Waterworks System"
"48002127001",2819846,"TX","Y","Harlingen Waterworks System"
"48001105001",1182910,"TX","Y","LA FERIA"
"48001106001",1182911,"TX","Y","LOS FRESNOS"
"48000000402",3611236,"TX","Y","LOS FRESNOS"
"48001108001",1182913,"TX","Y","RIO HONDO"
"48001109001",1182914,"TX","Y","SAN BENITO"
"48001111001",1182915,"TX","Y","ALAMO"
"48001587012",2835522,"TX","Y","ALAMO"
"48001112001",1182916,"TX","Y","Donna"
"48001113001",1182917,"TX","Y","EDCOUCH"
"48001117001",1182918,"TX","Y","LA JOYA"
"48001118001",1182919,"TX","Y","LA VILLA"
"48001119001",1182920,"TX","Y","MCALLEN"
"48001119002",1182921,"TX","Y","MCALLEN"
"48001120001",1182922,"TX","Y","MERCEDES"
"48001122001",1182923,"TX","Y","PHARR"
"48001123001",1182925,"TX","Y","SAN JUAN"
"48001124002",2844665,"TX","Y","Weslaco"
"48001124001",1182926,"TX","Y","Weslaco"
"48001125001",1182927,"TX","Y","LAREDO"
"48001125007",2886362,"TX","Y","LAREDO"
"48001125006",2886402,"TX","Y","LAREDO"
"48001125003",1182929,"TX","Y","LAREDO"
"48001125002",1182928,"TX","Y","LAREDO"
"48001125005",3515818,"TX","Y","LAREDO"
"48001127001",1182930,"TX","Y","EAGLE PASS"
"48001127002",2992062,"TX","Y","EAGLE PASS"
"48001189001",1182971,"TX","Y","EAGLE PASS"
"48000138001",1182823,"TX","Y","FLOYDADA"
"48000139001",1182824,"TX","Y","FOLLETT"
"48000141001",1182826,"TX","Y","GROOM"
"48000142001",1182827,"TX","Y","HALE CENTER"
"48000145001",1182828,"TX","Y","HEDLEY"
"48000146001",1182829,"TX","Y","HIGGINS"
"48000148001",1182831,"TX","Y","LITTLEFIELD"
"48000149001",1182832,"TX","Y","LOCKNEY"
"48000150001",1182833,"TX","Y","MATADOR"
"48000153001",1182834,"TX","Y","MIAMI"
"48000154001",1182835,"TX","Y","MULESHOE"
"48000155001",1182836,"TX","Y","OLTON"
"48000156001",1182837,"TX","Y","PADUCAH"
"48000157001",1182838,"TX","Y","QUITAQUE"
"48000158001",1182839,"TX","Y","QUANAH"
"48000159001",1182840,"TX","Y","ROARING SPRINGS"
"48000160001",1182841,"TX","Y","SKELLYTOWN"
"48000001001",1182782,"TX","N","BRAZOS RIVER AUTHORITY"
"48000001003",1182783,"TX","N","CITIES OF WACO,WOODWAY,BELLMEA"
"48000004002",1182788,"TX","N","TRINITY RIVER AUTHORITY OF TEXAS"
"48000005004",1182795,"TX","N","GUADALUPE-BLANCO RIVER AUTH"
"48000016001",1182798,"TX","N","TX A&M UNIVERSITY, MAIN CAMPUS"
"48000105001",1182799,"TX","N","CITY OF AMARILLO"
"48000105005",1182800,"TX","N","CITY OF AMARILLO"
"48000114001",1182805,"TX","N","CITY OF PAMPA"
"48000124001",1182812,"TX","N","CITY OF GRUVER"
"48000125001",1182813,"TX","N","C"
"48000146001",1182829,"TX","N","CITY OF HIGGINS"
"48000153001",1182834,"TX","N","CITY OF MIAMI"
"48000158001",1182839,"TX","N","CITY OF QUANAH"
"48009045001",1184491,"TX","N","CITY OF COLEMAN"
"48009070001",1184497,"TX","N","CITY OF BIG LAKE"
"48009077001",1184499,"TX","N","CITY OF SONORA"
"48009516001",1184517,"TX","N","FORT BEND COUNTY MUD NO. 112"
"48009518001",1184519,"TX","N","CHIMNEY HILL MUD"
"48003289001",1183314,"TX","N","CITY OF TEAGUE"
"48009505001",1184507,"TX","N","CITY OF TEAGUE"
"48003289002",1183315,"TX","N","CITY OF TEAGUE, NORTH WWTP"
"48004003001",1183320,"TX","N","BRANDON CHANEY"
"48004007001",1183322,"TX","N","NORTH TEXAS MWD"
"48004008001",1183325,"TX","N","DANIEL AND BROWN INC"
"48004031001",1183351,"TX","N","CITY OF GARLAND - DUCK CREEK"
"48004031002",1183352,"TX","N","CITY OF GARLAND"
"48004046001",1183365,"TX","N","CITY OF AUBREY"
"48004053001",1183371,"TX","N","CITY OF KRUM"
"48004054001",1183372,"TX","N","CITY OF NEW LONDON"
"48004056001",1183373,"TX","N","TOWN OF LITTLE ELM"
"48004057001",1183374,"TX","N","CITY OF PILOT POINT"
"48001102001",1182905,"TX","N","BROWNSVILLE PUBLIC UTILITIES BOARD"
"48001104004",1182909,"TX","N","HARLINGEN WATER WORKS SYSTEM"
"48001105001",1182910,"TX","N","LA FERIA UTILITIES BOARD"
"48001106001",1182911,"TX","N","CITY OF LOS FRESNOS"
"48001108001",1182913,"TX","N","CITY OF RIO HONDO"
"48001111001",1182915,"TX","N","CITY OF ALAMO"
"48001117001",1182918,"TX","N","CITY OF LA JOYA"
"48001119001",1182920,"TX","N","CITY OF MCALLEN"
"48001119002",1182921,"TX","N","CITY OF MCALLEN"
"48001120001",1182922,"TX","N","CITY OF MERCEDES"
"48001122001",1182923,"TX","N","CITY OF PHARR"
"48001123001",1182925,"TX","N","CITY OF SAN JUAN"
"48001125001",1182927,"TX","N","CITY OF LAREDO"
"48001125003",1182929,"TX","N","CITY OF LAREDO"
"48001127001",1182930,"TX","N","CITY OF EAGLE PASS WATER WORKS SYSTEM"
"48001130002",1182934,"TX","Y","SAN DIEGO MUD 1"
"48001131002",1182936,"TX","N","LAGUNA MADRE WATER DISTRICT"
"48001131003",1182937,"TX","","CAMERON COUNTY FWSD NO. 1"
"48001137001",1182940,"TX","N","CITY OF ASHERTON"
"48001139001",1182942,"TX","Y","City of Cotulla"
"48001140001",1182943,"TX","N","CITY OF CRYSTAL CITY"
"48001143001",1182946,"TX","N","JIM HOGG COUNTY WCID #2"
"48001146001",1182949,"TX","N","CITY OF RAYMONDVILLE"
"48001150001",1182953,"TX","N","ZAPATA COUNTY WATERWORKS"
"48001151001",1182954,"TX","","KENNETH CAVE"
"48001201001",1182977,"TX","N","CITY OF AGUA DULCE"
"48007040001",1183858,"TX","N","MONTGOMERY COUNTY MUD 18"
"48007135001",1183949,"TX","N","CITY OF PANORAMA VILLAGE"
"48007136001",1183950,"TX","N","GRANT ROAD PUD"
"48007139001",1183953,"TX","N","MONTGOMERY COUNTY WCID NO. 1"
"48007140001",1183954,"TX","N","OAK MANOR MUD"
"48007145001",1183958,"TX","N","RIVER PLANTATION MUD"
"48007146001",1183959,"TX","N","HARRIS COUNTY WCID NO 133"
"48007151001",1183960,"TX","N","BILMA PUD"
"48007153001",1183962,"TX","N","HARRIS COUNTY MUD NO 208"
"48007154001",1183963,"TX","N","JEPA SERVICES INC"
"48007156001",1183965,"TX","N","HARRIS COUNTY MUD NO. 170"
"48007158001",1183967,"TX","N","HARRIS COUNTY MUD189"
"48007095001",1183917,"TX","N","HARRIS COUNTY MUD 11"
"48007096001",1183918,"TX","N","FORT BEND COUNTY MUD 30"
"48007098001",1183920,"TX","N","HARRIS COUNTY WCID"
"48007099001",1183921,"TX","N","HARRIS COUNTY WCID 21"
"48001765001",3516456,"TX","N","FORT BEND COUNTY MUD 162"
"48007159001",1183968,"TX","N","HARRIS COUNTY MUD NO. 200, C/O"
"48007162001",1183971,"TX","N","NORTHWEST HARRIS CO.MUD NO. 20"
"48007164001",1183972,"TX","N","HORSEPEN BAYOU MUD"
"48007165001",1183973,"TX","N","GREEN TRAILS MUD"
"48007166001",1183974,"TX","N","NOTTINGHAM COUNTRY MUD"
"48007167001",1183975,"TX","N","WEST HARRIS COUNTY MUD NO. 17"
"48007101001",1183923,"TX","N","HARRIS COUNTY WCID NO. 050"
"48007105001",1183926,"TX","N","HARRIS COUNTY WCID NO. 74"
"48007118001",1183935,"TX","N","SOUTHWEST HARRIS COUNTY MUD 1"
"48007120001",1183936,"TX","N","MAYDE CREEK MUD"
"48007126001",1183941,"TX","N","FORT BEND COUNTY MUD NO. 37"
"48007128001",1183942,"TX","N","NORTH MISSION GLEN MUD"
"48007135001",1183949,"TX","N","CITY OF PANORAMA VILLAGE"
"48007136001",1183950,"TX","N","LIPPLE CARTWRIGHT AND ROBERTS"
"48007139001",1183953,"TX","N","MONTGOMERY COUNTY WCID NO. 1"
"48007140001",1183954,"TX","N","OAK MANOR MUD"
"48007141001",1183955,"TX","N","HARRIS COUNTY MUD NO 86"
"48007142001",1183956,"TX","N","CITY OF NASSAU BAY"
"48007146001",1183959,"TX","N","HARRIS CO WCID NO.133"
"48007535002",1184130,"TX","N","HARRIS COUNTY FWSD NO. 61"
"48007536001",1184131,"TX","N","HARRIS COUNTY MUD NO. 1"
"48007540001",1184132,"TX","N","HARRIS COUNTY MUD NO. 5"
"48007541001",1184133,"TX","N","SOUTHWEST WATER CORPORATION"
"48007543001",1184135,"TX","N","HARRIS COUNTY MUD NO. 8"
"48007556001",1184140,"TX","N","HAYS UTILITY CORP SOUTH"
"48007573001",1184150,"TX","N","HARRIS COUNTY MUD NO 58"
"48007581001",1184157,"TX","N","HARRIS COUNTY MUD #70"
"48007582001",1184158,"TX","N","HARRIS CO. MUD NO. 71"
"48006001900",3517227,"TX","N","CITY OF BEAUMONT"
"48007569001",1184147,"TX","N","HARRIS COUNTY MUD #49"
"48007573001",1184150,"TX","N","HARRIS COUNTY MUD NO. 58"
"48007581001",1184157,"TX","N","HARRIS COUNTY MUD 70"
"48007582001",1184158,"TX","N","HARRIS COUNTY MUD 71"
"48007594001",1184164,"TX","N","HARRIS COUNTY MUD 102"
"48007596001",1184165,"TX","N","HARRIS COUNTY MUD 105"
"48007599001",1184167,"TX","N","HARRIS COUNTY MUD NO. 109"
"48007614001",1184174,"TX","N","HARRIS COUNTY MUD 149"
"48004354004",1227865,"TX","N","NORTH TEXAS MWD"
"48004354009",1227866,"TX","N","SEIS LAGOS UD & NORTH TEXAS MWD"
"48005003001",1227867,"TX","N","CITY OF MAUD"
"48005013001",1227868,"TX","N","CITY OF WHITEHOUSE"
"48005017002",1227870,"TX","N","CITY OF GREENVILLE"
"48005020002",1227871,"TX","N","CITY OF MARSHALL - SOUTHSIDE"
"48005021001",1227872,"TX","Y","City of Paris"
"48005027001",1227874,"TX","N","CITY OF CLARKSVILLE"
"48005039001",1227876,"TX","N","CITY OF ALTO"
"48005052001",1227877,"TX","N","GARY  BURTON  ENGINEERING INC"
"48004288001",1227862,"TX","N","FORRESTON SSWS CORP"
"48003041801",3532317,"TX","Y","College Station"
"48001205001",1182984,"TX","N","NUECES COUNTY WCID NO. 4"
"48001206001",1182986,"TX","N","CITY OF ROBSTOWN"
"48000160001",1182841,"TX","N","CITY OF SKELLYTOWN"
"48000163001",1182844,"TX","N","CITY OF SPEARMAN"
"48000164001",1182845,"TX","N","CITY OF MEADOWS PLACE"
"48001003002",1182872,"TX","N","CITY OF ODESSA"
"48002036002",2961502,"TX","N","KLEBERG COUNTY"
"48001009007",1182880,"TX","N","EL PASO WATER UTILITIES AND PUBLIC SERVICE BOARD"
"48001009008",1182881,"TX","N","EL PASO WATER UTILITIES PUBLIC SERVICE BOARD"
"48001011001",1182882,"TX","N","HORIZON CITY SEWAGE T F"
"48001012001",1182883,"TX","","EL PASO COUNTY WCID NO. 4"
"48001023001",1182891,"TX","N","TOWN OF VAN HORN"
"48000112001",1227739,"TX","N","CITY OF BORGER"
"48000152001",1227747,"TX","N","CITY OF MEMPHIS"
"48000240001",1227753,"TX","N","CITY OF PLAINVIEW"
"48001010001",1227758,"TX","N","TOWN OF ANTHONY"
"48003007001",1227802,"TX","N","CITY OF ROGERS"
"48003070001",1227812,"TX","N","CITY OF CLIFTON"
"48003071001",1227813,"TX","N","CITY OF COMANCHE"
"48003072001",1227814,"TX","N","CITY OF COOLIDGE"
"48003082001",1183233,"TX","N","CITY OF GOLDTHWAITE"
"48003083001",1183234,"TX","N","CITY OF GORMAN"
"48003088002",1183238,"TX","N","CITY OF HEARNE"
"48003093001",1183242,"TX","N","CITY OF JEWETT"
"48003097001",1183244,"TX","N","CITY OF MALONE"
"48003099001",1183246,"TX","N","CITY OF MARLIN"
"48003100002",1183248,"TX","N","CITY OF MERIDIAN"
"48003104001",1183252,"TX","N","CITY OF NORMANGEE"
"48003108001",1183253,"TX","N","CITY OF RISING STAR"
"48003109001",1183254,"TX","N","CITY OF RANGER"
"48003111001",1183255,"TX","N","BRAZOS RIVER AUTHORITY/LCRA"
"48003113001",1183258,"TX","N","CITY OF STEPHENVILLE"
"48003114001",1183259,"TX","N","CITY OF STREETMAN"
"48003115001",1183260,"TX","N","CITY OF SOMMERVILLE"
"48003123001",1183267,"TX","N","CITY OF WHITNEY"
"48003124001",1183268,"TX","N","CITY OF WORTHAM"
"48003125001",1183269,"TX","N","CHILTON WATER & SEWER CORP"
"48003133001",1183272,"TX","N","CITY OF MARQUEZ"
"48003140001",1183276,"TX","N","BELL COUNTY WCID 2"
"48003206001",1183288,"TX","N","CITY OF BYNUM"
"48003231001",1183292,"TX","N","MCLENNAN COUNTY WCID NO. 2"
"48003239001",1183295,"TX","N","TOWN OF BUCKHOLTS"
"48003268001",1183305,"TX","N","CITY OF BURTON"
"48003275001",1183307,"TX","N","CITY OF CEDAR PARK"
"48003280001",1183309,"TX","N","CITY OF LEANDER"
"48001207001",1182987,"TX","N","CITY OF ARANSAS PASS"
"48001209001",1182989,"TX","N","CITY OF INGLESIDE"
"48001222001",1183003,"TX","N","TOWN OF REFUGIO"
"48001223001",1183004,"TX","N","CITY OF THREE RIVERS"
"48001224001",1183005,"TX","N","BERNARD TIMBERS WATER SUPPLY"
"48001225001",1183006,"TX","N","NUECES COUNTY W.C.I.D #5"
"48001228001",1183008,"TX","N","CITY OF AUSTWELL"
"48001230001",1183009,"TX","N","BOLING MUNICIPAL WATER DIST."
"48005059001",1227879,"TX","N","CITY OF DETROIT"
"48005066001",1227881,"TX","N","CITY OF EDGEWOOD"
"48005076001",1227882,"TX","N","CITY OF JEFFERSON"
"48005090002",1227884,"TX","N","CITY OF PITTSBURG"
"48005097001",1227886,"TX","N","CITY OF SAVOY"
"48005099001",1227887,"TX","N","CITY OF TRENTON"
"48005103001",1227888,"TX","N","TOWN OF WINDOM"
"48005105001",1227889,"TX","N","CITY OF WINNSBORO"
"48007168001",1183976,"TX","N","WEST HARRIS COUNTY MUD 7"
"48007170001",1183978,"TX","N","WEST PARK MUD"
"48007171001",1183979,"TX","N","HARRIS COUNTY MUD NO 127"
"48007174001",1183981,"TX","N","MEMORIAL MUD"
"48007175001",1183982,"TX","N","BEECHNUT MUD"
"48007176001",1183983,"TX","N","WEST HARRIS COUNTY MUD 4"
"48007180001",1183984,"TX","N","SOUTHERN MONTGOMERY COUNTY MUD"
"48007184001",1183986,"TX","N","HARRIS COUNTY MUD NO. 36"
"48007185001",1183987,"TX","N","HARRIS COUNTY MUD NO. 221"
"48007186001",1183988,"TX","N","HARRIS COUNTY MUD NO. 50"
"48007188001",1183990,"TX","N","LAZY RIVER IMPROVEMENT DISTRICT"
"48007189001",1183991,"TX","N","TNG UTILITY CORP"
"48007199001",1183993,"TX","N","NORTH GREEN MUD*"
"48007200001",1183994,"TX","N","LAKE FOREST ADVISORY BOARD"
"48007208001",1184001,"TX","N","CYPRESS HILL MUD NO. 1"
"48007211001",1184004,"TX","N","HARRIS COUNTY MUD NO. 191"
"48007222001",1184013,"TX","N","FORT BEND COUNTY MUD NO. 34"
"48007223001",1184014,"TX","N","FORT BEND COUNTY MUD NO. 23"
"48007224001",1184015,"TX","N","CITY OF MISSOURI CITY"
"48001151801",3542578,"TX","Y","CITY OF MISSOURI CITY"
"48007225001",1184016,"TX","N","PALMER PLANTATION MUD NO. 1"
"48007242001",1184033,"TX","N","SOUTHWEST WATER SUPPLY"
"48007257001",1184045,"TX","N","CHAMBERS COUNTY MUD"
"48007295001",1184047,"TX","N","BROOKSHIRE MWD"
"48007300001",1184049,"TX","N","TRINTY BAY CONSERVATION DIST."
"48007300004",1184052,"TX","N","TBCD OAK ISLAND WWTP"
"48007304001",1184058,"TX","N","CITY OF OYSTER CREEK"
"48007305001",1184059,"TX","N","CITY OF MAGNOLIA"
"48007306001",1184060,"TX","N","CITY OF DEVERS"
"48007402001",1184063,"TX","N","CITY OF BELLVILLE"
"48007413001",1184066,"TX","N","CITY OF SEALY"
"48007415001",1184067,"TX","N","CITY OF WALLIS"
"48007424001",1184069,"TX","N","CITY OF FREEPORT CENTRAL WWTP"
"48007424002",1184070,"TX","N","CITY OF FREEPORT - SLAUGHTER ROAD"
"48007425001",1184071,"TX","N","CITY OF HILLCREST VILLAGE"
"48007438001",1184080,"TX","N","CITY OF ANAHUAC AND TRINITY BAY CONSERVATION DIST."
"48007444001",1184081,"TX","N","CHELFORD CITY MUD RESOURCES"
"48007459001",1184086,"TX","N","FORT BEND COUNTY MUD NO. 25"
"48007460001",1184087,"TX","N","FORT BEND COUNTY MUD NO. 26"
"48007475001",1184092,"TX","N","QUAIL VALLEY UTILITY DISTRICT"
"48007490001",1184100,"TX","N","ADDICKS UTILITY DISTRICT"
"48007493001",1184101,"TX","N","BAMMEL UTILITY DISTRICT"
"48007495001",1184102,"TX","N","HARRIS COUNTY MUD NO. 104"
"48007499001",1184105,"TX","N","BISSONNET MUD"
"48007501001",1184107,"TX","N","BRIDGESTONE MUD"
"48007506001",1184110,"TX","N","CHARTERWOOD MUD"
"48007519001",1184118,"TX","N","EL DORADO UD"
"48007520001",1184119,"TX","N","EMERALD FOREST UTILITY DIST."
"48007521001",1184120,"TX","N","ENCANTO REAL UTILITY DISTRICT"
"48007524001",1184121,"TX","N","FALLBROOK UTILITY DISTRICT"
"48007525001",1184122,"TX","N","FAULKEY GULLY MUD"
"48007527001",1184124,"TX","N","FRY ROAD MUD"
"48007528001",1184125,"TX","N","CITY OF GALENA PARK"
"48007535001",1184129,"TX","N","BARWOOD WWTP*"
"48007021004",3513478,"TX","N","CITY OF ROSENBERG WTF NO. 3"
"48004035801",3514456,"TX","N","CITY OF IRVING"
"48004097001",2948382,"TX","N","CITY OF RIO VISTA"
"48003278001",3187068,"TX","N","CITY OF JARRELL"
"48007170001",1183978,"TX","N","WEST PARK MUD"
"48007171001",1183979,"TX","N","HARRIS COUNTY MUD 127"
"48007174001",1183981,"TX","N","MEMORIAL MUD"
"48007175001",1183982,"TX","N","BEECHNUT MUD C/O A. STENDAHL"
"48007176001",1183983,"TX","N","WEST HARRIS COUNTY MUD 4"
"48007184001",1183986,"TX","N","HARRIS COUNTY MUD 36"
"48007185001",1183987,"TX","N","HARRIS COUNTY MUD 221"
"48007186001",1183988,"TX","N","HARRIS COUNTY MUD 50"
"48007188001",1183990,"TX","N","LAZY RIVER IMPROVEMENT DISRICT"
"48007189001",1183991,"TX","N","SHERRINGTON INC"
"48007199001",1183993,"TX","N","NORTH GREEN MUD"
"48007208001",1184001,"TX","N","CYPRESS HILL MUD 1"
"48007499001",1184105,"TX","N","BISSONNET MUD"
"48007501001",1184107,"TX","N","BRIDGESTONE MUD"
"48007506001",1184110,"TX","N","CHARTERWOOD MUD"
"48007516001",1184117,"TX","N","CYPRESS KLEIN UD"
"48007519001",1184118,"TX","N","EL DORADO UTILITY DISTRICT"
"48007521001",1184120,"TX","N","ENCANTO REAL UTILITY DISTRICT"
"48007524001",1184121,"TX","N","FALLBROOK UD"
"48007525001",1184122,"TX","N","FAULKEY GULLY MUD"
"48007527001",1184124,"TX","N","FRY ROAD MUNICIPAL UD"
"48007528001",1184125,"TX","N","CITY OF GALENA PARK"
"48005067001",1183616,"TX","N","CITY OF ELKHART"
"48007536001",1184131,"TX","N","HAYS UTILITY SERVICE"
"48007540001",1184132,"TX","N","HARRIS COUNTY MUD 5"
"48007541001",1184133,"TX","N","A AND S ENGINEERS INC"
"48007556001",1184140,"TX","N","HARRIS COUNTY MUD 24"
"48007734001",1184244,"TX","N","SEQUOIA ID"
"48007737001",1184246,"TX","N","SPENCER ROAD PUD"
"48007751001",1184252,"TX","N","TIMBER LANE UTILITY DISTRICT"
"48007753001",1184254,"TX","N","TRAIL OF THE LAKES MUD"
"48007762001",1184258,"TX","N","WEST HARRIS COUNTY MUD 6"
"48007766001",1184260,"TX","N","WEST HARRIS COUNTY MUD NO. 10"
"48007768001",1184261,"TX","N","WESTLAKE MUD 1"
"48005033001",1183591,"TX","N","CITY OF CADDO MILLS"
"48003078001",1227815,"TX","N","CITY OF FRANKLIN"
"48003095001",1227820,"TX","N","CITY OF LAMPASAS"
"48003110001",1227823,"TX","N","CITY OF ROCKDALE"
"48003112001",1227824,"TX","N","CITY OF ROSEBUD"
"48003117001",1227825,"TX","N","CITY OF TAYLOR"
"48003118001",1227826,"TX","N","CITY OF THORNTON"
"48003126001",1227827,"TX","N","CITY OF LEXINGTON"
"48003140002",1227828,"TX","N","BELL COUNTY WCID NO 2"
"48004002001",1227831,"TX","N","CITY OF ANNA"
"48004004001",1227832,"TX","N","CITY OF CELINA"
"48004055001",1227838,"TX","N","CITY OF LEWISVILLE"
"48004064001",1227841,"TX","N","CITY OF BARDWELL"
"48004072001",1227843,"TX","N","CITY OF PALMER"
"48004077001",1227844,"TX","N","CITY OF COLLINSVILLE"
"48004078004",1227845,"TX","N","CITY OF DENISON (PAW PAW)"
"48004143001",1227849,"TX","N","CITY OF WEATHERFORD"
"48004207001",1227852,"TX","","CITY OF BRECKENRIDGE"
"48004211001",1227854,"TX","N","CITY OF DAWSON"
"48004214001",1227855,"TX","N","CITY OF GRAHAM"
"48004220001",1227856,"TX","N","CITY OF NEWARK"
"48004221001",1227857,"TX","N","CITY OF OLNEY"
"48004225001",1227858,"TX","N","CITY OF SEYMOUR"
"48004234001",1227859,"TX","N","CITY OF DECATUR"
"48005035001",1183592,"TX","N","CITY OF GILMER"
"48005036001",1183593,"TX","N","CITY OF GRAND SALINE"
"48005040001",1183596,"TX","N","CITY OF ATLANTA"
"48005041001",1183597,"TX","N","CITY OF AVERY"
"48005045001",1183601,"TX","N","CITY OF BIG SANDY"
"48005177001",1183663,"TX","N","EAST CEDAR CREEK FWSD"
"48005243001",1183665,"TX","N","DIANA SPECIAL UTILITY DISTRICT"
"48005256001",1183667,"TX","N","RANDOLPH WATER SUPPLY CORP."
"48006020004",2887746,"TX","N","CITY OF HUNTSVILLE"
"48004354017",3534356,"TX","N","NORTH TEXAS MWD"
"48022012001",3173948,"TX","N","TOWN OF RANSOM CANYON"
"48007640001",1184188,"TX","N","HARRIS COUNTY WCID NO. 70"
"48007643001",1184191,"TX","N","HARRIS COUNTY WCID NO. 84"
"48007650001",1184194,"TX","N","HARRIS COUNTY WCID NO. 109"
"48007651002",1184195,"TX","N","HARRIS COUNTY WCID NO. 110"
"48007652001",1184196,"TX","N","HARRIS COUNTY WCID NO. 113"
"48007654001",1184198,"TX","N","HARRIS COUNTY WCID NO. 119*"
"48007666001",1184201,"TX","N","HUNTER'S GLEN MUD"
"48007669001",1184203,"TX","N","INVERNESS FOREST I.D."
"48007676001",1184207,"TX","N","LANGHAM CREEK UTILITY DISTEICT"
"48007688001",1184215,"TX","N","MEMORIAL HILLS UD"
"48007694001",1184220,"TX","N","MOUNT HOUSTON ROAD MUD"
"48007695001",1184221,"TX","N","NORTHAMPTON MUD"
"48007702001",1184224,"TX","N","NORTHWEST FREEWAY MUNICIPAL"
"48007707001",1184228,"TX","N","NORTHWEST HARRIS CO. MUD #9"
"48007709001",1184229,"TX","N","NORTHWEST HARRIS COUNTY MUD 15"
"48007719001",1184234,"TX","N","PONDEROSA JOINT POWERS AGENCY"
"48007722001",1184236,"TX","N","PRESTONWOOD FOREST UD"
"48007723001",1184237,"TX","N","ROLLING FORK PUD"
"48007731001",1184241,"TX","N","ROYALWOOD MUD"
"48007734001",1184244,"TX","N","SEQUOIA IMPROVEMENT DISTRICT"
"48007737001",1184246,"TX","N","SPENCER ROAD PUD"
"48007749001",1184250,"TX","N","JOHNSON RADCLIFFE PETROV &"
"48007751001",1184252,"TX","N","TIMBER LANE UTILITY DISTRICT"
"48007752001",1184253,"TX","N","TOMBALL NORTH WWTP"
"48007762001",1184258,"TX","N","WEST HARRIS COUNTY MUD NO. 6"
"48007766001",1184260,"TX","N","WEST HARRIS COUNTY MUD NO. 10"
"48007768001",1184261,"TX","N","WESTLAKE MUD NO. 1"
"48007769001",1184262,"TX","N","WEST MEMORIAL MUD"
"48007773001",1184264,"TX","N","WHITE OAK BEN MUNICIPAL"
"48007775001",1184266,"TX","N","WOODCREEK MUD"
"48007784001",1184269,"TX","N","CHATEAU WOOD MUNICIPAL"
"48007795001",1184274,"TX","N","LAKE CONROE HILLS MUD"
"48007802001",1184277,"TX","N","REGIONAL WATER CORPORATION"
"48007803001",1184278,"TX","N","MONTGOMERY CO. MUD NO. 16"
"48007805001",1184279,"TX","N","M MARLON IVY AND ASSOC"
"48007807001",1184280,"TX","N","MONTGOMERY COUNTY MUD NO. 24"
"48007814001",1184283,"TX","N","MONTGOMERY COUNTY MUD NO. 42"
"48007817001",1184285,"TX","N","NEW CANEY MUD"
"48007820001",1184286,"TX","N","RAYFORD ROAD MUD"
