"CWNS_ID","FACILITY_ID","STATE_CODE","INFRASTRUCTURE_TYPE","FACILITY_NAME","DESCRIPTION","OWNER_TYPE","SUPERFUND_FLAG","SEMS_ID","SCF_ELIGIBLE","REVIEW_STATUS","REVIEW_TYPE","DATE_LAST_MODIFIED","NO_NEEDS"
"48003021001",1183184,"TX","Wastewater","Hewitt CS - Waco Regional WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48004031001",1183351,"TX","Wastewater","Duck Creek WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48004050001",1183368,"TX","Wastewater","Lake Dallas CS - Lakeview Regional","","Public","N","","N","FA","Partial",12-MAY-23,"Y"
"48004060001",1183376,"TX","Wastewater","Sanger WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48004061001",1183377,"TX","Wastewater","Shady Shores CS - Lakeview Regional","","Public","N","","N","FA","Partial",11-MAY-23,"Y"
"48004223001",1183475,"TX","Wastewater","Rhome WWTP","","Public","N","","N","FA","Partial",03-MAY-23,""
"48005044001",1183600,"TX","Wastewater","Beckville WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48005050001",1183606,"TX","Wastewater","Brownsboro WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48005075001",1183624,"TX","Wastewater","Canada Street WWTP","","Public","N","","N","FA","Partial",01-MAR-23,"Y"
"48006188001",1183768,"TX","Wastewater","BEECHWOOD STP   #1","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48007022001",1183796,"TX","Wastewater","Sugar Land North WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48007041001",1183861,"TX","Wastewater","Jacinto City WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48007089001",1183912,"TX","Wastewater","Woodforest Road WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48007167001",1183975,"TX","Wastewater","Sundown Glen WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48004039501",3534276,"TX","Stormwater","Rowlett Stormwater","","Public","N","","N","FA","None",03-MAY-23,"Y"
"48005019501",3538656,"TX","Stormwater","Longview Stormwater","","Public","N","","N","FA","None",03-MAY-23,"Y"
"48007039813",2885344,"TX","Stormwater","Houston - Citywide Stormwater Projects","","Public","N","","N","FA","Full",03-MAY-23,""
"48092036001",2961542,"TX","Wastewater","Kaufer Hubert Memorial PK WWTP","","Public","N","","N","FA","Partial",10-MAY-23,"Y"
"48001025001",1182893,"TX","Wastewater","Wink WWTP","","Public","N","","N","FA","Partial",11-MAY-23,"Y"
"48001203008",1182981,"TX","Wastewater","Laguna Madre WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48001213001",1182993,"TX","Wastewater","Sinton WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48001246001",1183023,"TX","Wastewater","Wharton WWTP #1","","Public","N","","N","FA","Partial",01-MAR-23,""
"48004007002",1183323,"TX","Wastewater","Frisco CS - Stewart Creek NTMWD","","Public","N","","N","FA","Partial",04-MAY-23,"Y"
"48004095001",1183403,"TX","Wastewater","Joshua WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48004105001",1183411,"TX","Wastewater","King's Creek WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48004278001",1183496,"TX","Wastewater","Hickory Creek CS -Lakeview Reg WWTP","","Public","N","","N","FA","Partial",12-MAY-23,"Y"
"48005001001",1183562,"TX","Wastewater","DeKalb South WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48005049001",1183605,"TX","Wastewater","Bonham WWTP","","Public","N","","N","FA","Partial",01-DEC-22,""
"48005083001",1183633,"TX","Wastewater","Malakoff WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48005087001",1183637,"TX","Wastewater","Murchison WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48007064002",1183888,"TX","Wastewater","Kleinwood Central WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48007091001",1183914,"TX","Wastewater","Indian Shores WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48007159001",1183968,"TX","Wastewater","Cranbrook WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48007415001",1184067,"TX","Wastewater","WALLIS WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48007475001",1184092,"TX","Wastewater","Quail Valley WWTP","","Public","N","","N","FA","Partial",12-MAY-23,"Y"
"48007765001",1184259,"TX","Wastewater","Winchester Country CS - Winchester","","Public","N","","N","FA","Partial",12-MAY-23,"Y"
"48008001001",1184345,"TX","Wastewater","Alamo Heights CS - Dos Rios WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48008039001",1184386,"TX","Wastewater","Nixon WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48008053001",1184399,"TX","Wastewater","Castroville WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48008068001",1184409,"TX","Wastewater","Main Street WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48008202001",1184462,"TX","Wastewater","Camp Swift WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48009035001",1184486,"TX","Wastewater","Blanket WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48001110001",1227763,"TX","Wastewater","Santa Rosa WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48001285001",1227777,"TX","Wastewater","BAYSIDE STP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48003110001",1227823,"TX","Wastewater","Rockdale WWTP","","Public","N","","N","FA","Partial",10-MAY-23,"Y"
"48003118001",1227826,"TX","Wastewater","Thornton WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48005094001",1227885,"TX","Wastewater","Quitman WWTP","","Public","N","","N","FA","Partial",11-MAY-23,"Y"
"48007768001",1184261,"TX","Wastewater","Westlake MUD #1 WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48009005001",1184469,"TX","Wastewater","Brownwood WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48009056001",1184493,"TX","Wastewater","Slick Rock Creek WWTP","","Public","N","","N","FA","Partial",12-MAY-23,"Y"
"48001150003",2874588,"TX","Wastewater","Colonia Lakefront CS","","Public","N","","N","FA","Partial",11-MAY-23,"Y"
"48001020001",2886767,"TX","Wastewater","Pyote WWTP","","Public","N","","N","FA","Partial",11-MAY-23,"Y"
"48001093001",2864440,"TX","Wastewater","West Point WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48007902001",2865760,"TX","Wastewater","Shiloh CS - Vicksburg Regional","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48003080002",2884102,"TX","Wastewater","Dove Springs WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48071120001",3150332,"TX","Wastewater","NW Harris Co MUD #29 WWTP","","Public","N","","N","FA","Partial",12-MAY-23,"Y"
"48003055001",1227808,"TX","Wastewater","Hamilton WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48004203001",1227851,"TX","Wastewater","Bellvue WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48004031802",3507621,"TX","Stormwater","Highway 78 Stormwater Tunnel","","Public","N","","N","FA","None",03-MAY-23,"Y"
"48004048004",3516419,"TX","Wastewater","Robson Ranch WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48003078001",1227815,"TX","Wastewater","Franklin","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48004055001",1227838,"TX","Wastewater","Lewisville WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48005021001",1227872,"TX","Wastewater","Paris WWTP","","Public","N","","N","FA","Full",01-DEC-22,""
"48005027001",1227874,"TX","Wastewater","CLARKSVILLE STP","","Public","N","","N","FA","Partial",12-MAY-23,"Y"
"48000005002",1182794,"TX","Wastewater","Willow Street WWTP","","Public","N","","N","FA","Partial",11-MAY-23,"Y"
"48000163001",1182844,"TX","Wastewater","Spearman WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48005059001",1227879,"TX","Wastewater","Detroit WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48008079001",1227945,"TX","Wastewater","Smithville CS","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48005229001",2807320,"TX","Wastewater","Cuney WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48001131003",1182937,"TX","Wastewater","Isla Blanca Park WWTP","","Public","N","","N","FA","Partial",03-MAY-23,""
"48001203005",1182979,"TX","Wastewater","Broadway WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48001533001",1183098,"TX","Wastewater","Monte Alto WWTP","","Public","N","","N","FA","Partial",09-MAY-23,"Y"
"48002019001",1183118,"TX","Wastewater","Roby WWTP","","Public","N","","N","FA","Partial",03-MAY-23,""
"48003061001",1183219,"TX","Wastewater","Blum WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48003125001",1183269,"TX","Wastewater","Chilton WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48004031002",1183352,"TX","Wastewater","Rowlett Creek WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48001203009",1182982,"TX","Wastewater","Whitecap WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48001311001",1183053,"TX","Wastewater","Sebastian MUD","","Public","N","","N","FA","Partial",09-MAY-23,"Y"
"48002005801",3516757,"TX","Stormwater","Lubbock Storm Sewer System","","Public","N","","N","FA","None",03-MAY-23,"Y"
"48004099001",1183406,"TX","Wastewater","Crandall WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48004364001",1183535,"TX","Wastewater","Lakeside City WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48006011001",1183683,"TX","Wastewater","Nome WWTP","","Public","N","","N","FA","Partial",09-MAY-23,"Y"
"48007071001",1183898,"TX","Wastewater","Stafford WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48007158001",1183967,"TX","Wastewater","Spring Glen WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48005157002",3513717,"TX","Wastewater","Cash SUD - Caddo Creek WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48007651001",3149469,"TX","Wastewater","Enchanted Oaks WWTP","","Public","N","","N","FA","Partial",10-MAY-23,"Y"
"48001258001",1070612,"TX","Wastewater","Skidmore WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48007438001",1184080,"TX","Wastewater","Anahuac WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48007823001",1184288,"TX","Wastewater","Roman Forest CS - Roman Forest WWTP","","Public","N","","N","FA","Partial",09-MAY-23,"Y"
"48008035001",1184382,"TX","Wastewater","Elgin WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48008038001",1184385,"TX","Wastewater","SABINAL STP","","Public","N","","N","FA","Partial",09-MAY-23,"Y"
"48008050001",1184396,"TX","Wastewater","Bandera WWTP (future abandon)","Existing WWTP is in the 100 year floodplain. City cannot mitigate for floods without endangering neighbors.","Public","N","","N","FA","Partial",12-APR-23,"Y"
"48009029001",1184484,"TX","Wastewater","Miles WWTP","","Public","N","","N","FA","Partial",03-MAY-23,""
"48071226001",3149393,"TX","Wastewater","Harris Co MUD #321 CS - HCO MUD#203","","Public","N","","N","FA","Partial",09-MAY-23,"Y"
"48000017010",420616,"TX","Wastewater","Lake Pointe WWTP","","Public","N","","N","FA","Partial",07-MAY-23,"Y"
"48001310001",1183052,"TX","Wastewater","Port Mansfield WWTP","","Public","N","","N","FA","Partial",09-MAY-23,"Y"
"48002051001",1183135,"TX","Wastewater","Moran WWTP","","Public","N","","Y","FA","Partial",07-MAY-23,"Y"
"48002063001",1183144,"TX","Wastewater","Ralls WWTP","","Public","N","","N","FA","Partial",09-MAY-23,"Y"
"48003274001",1183306,"TX","Wastewater","Block House CS","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48004219001",1183472,"TX","Wastewater","West Plant - Nocona","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48007129001",1183943,"TX","Wastewater","Copperfield MUD #162 CS - Copperfie","","Public","N","","N","FA","Partial",09-MAY-23,"Y"
"48007140001",1183954,"TX","Wastewater","Oak Manor WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48005052001",1227877,"TX","Wastewater","Canton WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48007533001",1227927,"TX","Wastewater","Highland CS - Highlands WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48007552001",1227929,"TX","Wastewater","Heritage Park WWTP","","Public","N","","N","FA","Partial",09-MAY-23,"Y"
"48003107001",3164109,"TX","Wastewater","Penelope WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48003269001",3202052,"TX","Wastewater","Chappell Hill STP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48000146001",1182829,"TX","Wastewater","Higgins WWTP","","Public","N","","N","FA","Partial",07-MAY-23,"Y"
"48000150001",1182833,"TX","Wastewater","Matador WWTP","","Public","N","","N","FA","Partial",07-MAY-23,"Y"
"48001118001",1182919,"TX","Wastewater","La Villa WWTP","","Public","N","","N","FA","Partial",03-MAY-23,""
"48003030001",1183193,"TX","Wastewater","WACO CS","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48004006002",1183321,"TX","Wastewater","Farmersville #2","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48004058001",1183375,"TX","Wastewater","Ponder WWTP (new)","","Public","N","","N","FA","Partial",09-MAY-23,"Y"
"48004093001",1183402,"TX","Wastewater","Godley WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48004116001",1183425,"TX","Wastewater","Colleyville CS - Bear Creek Int TRA","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48004339001",1183516,"TX","Wastewater","Westworth Village CS - Village Cree","","Private","N","","N","FA","Partial",03-MAY-23,"Y"
"48005018002",1183580,"TX","Wastewater","Henderson - Northside WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48005025001",1183584,"TX","Wastewater","Athens - North WWTP (future abandoned)","","Public","N","","N","FA","Partial",01-DEC-22,""
"48005177001",1183663,"TX","Wastewater","Gun Barrel City WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48005265001",1183669,"TX","Wastewater","Petty WWTP","","Public","N","","N","FA","Partial",09-MAY-23,"Y"
"48007040003",1183860,"TX","Wastewater","Timberwood WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48007087001",1183910,"TX","Wastewater","Channelwood WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48007568001",1184146,"TX","Wastewater","Cashel Forest CS - Greenwood Fores","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48008068002",1184410,"TX","Wastewater","Milam Street WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48008216001",3531636,"TX","Wastewater","Stoney Point CS","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48004070001",1227842,"TX","Wastewater","Milford WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48005066001",1227881,"TX","Wastewater","Edgewood WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48007034001",1227909,"TX","Wastewater","Bellaire WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48005022004",1227873,"TX","Wastewater","Sulphur Springs WWTP","","Public","N","","N","FA","Partial",09-MAY-23,"Y"
"48007691001",1184217,"TX","Wastewater","Mission Bend MUD #1 CS - Chelford R","","Public","N","","N","FA","Partial",09-MAY-23,"Y"
"48008003001",1184347,"TX","Wastewater","Castle Hills CS - Leon Creek WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48004127001",2822367,"TX","Wastewater","Keller CS - Bear Creek Intercep TRA","","Public","N","","N","FA","Partial",09-MAY-23,"Y"
"48000128002",492642,"TX","Wastewater","New Bovina WWTP","","Public","N","","N","FA","Partial",05-MAY-23,"Y"
"48002075001",1227798,"TX","Wastewater","Roscoe WWTP","","Public","N","","N","FA","Partial",09-MAY-23,"Y"
"48003067001",1227810,"TX","Wastewater","Cameron WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48003095001",1227820,"TX","Wastewater","Henderson WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48003207001",1227829,"TX","Wastewater","Covington WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48006055001",1227900,"TX","Wastewater","Livingston WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48007818001",1227936,"TX","Wastewater","Porter WWTP","","Public","N","","N","FA","Partial",09-MAY-23,"Y"
"48020780001",428136,"TX","Wastewater","Otis Goldman WWTP","","Public","N","","Y","FA","Partial",01-DEC-22,""
"48001125008",3515801,"TX","Wastewater","Sombrellito Creek WWTP","","Public","N","","N","FA","Partial",07-MAY-23,"Y"
"48004068001",1183383,"TX","Wastewater","Maypearl WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48004108001",1183415,"TX","Wastewater","Rockwall CS - Buffalo Creek WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48004222001",1183474,"TX","Wastewater","Petrolia WWTP","","Public","N","","N","FA","Partial",09-MAY-23,"Y"
"48006013001",1183685,"TX","Wastewater","Bridge City WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48006037001",1183704,"TX","Wastewater","Sour Lake WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48007401001",1184062,"TX","Wastewater","Cedar Bayou Park WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48007534001",1184128,"TX","Wastewater","Coady CS - West District WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48007567001",1184145,"TX","Wastewater","Atascocita Trails CS - Atascocita W","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48007873001",1184321,"TX","Wastewater","Dove Meadows Regional WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48001104003",1182908,"TX","Wastewater","Plant #2 - Harlingen","","Public","N","","N","FA","Full",01-MAR-23,""
"48001230001",1183009,"TX","Wastewater","Boling WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48004021001",1183337,"TX","Wastewater","Balch Springs CS - Central WWTP Dal","","Public","N","","N","FA","Partial",01-DEC-22,""
"48004106001",1183413,"TX","Wastewater","Fate WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48004206001",1183461,"TX","Wastewater","Bowie WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48004354005",1183522,"TX","Wastewater","Shepherd's Glen WWTP","","Public","N","","N","FA","Partial",09-MAY-23,"Y"
"48005048001",1183604,"TX","Wastewater","Bogata WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48007025001",1183800,"TX","Wastewater","Dickinson WWTP #1","","Public","N","","N","FA","Partial",10-MAY-23,"Y"
"48007061004",1183886,"TX","Wastewater","Welder Park WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48007164001",1183972,"TX","Wastewater","Concord Bridge WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48007223001",1184014,"TX","Wastewater","FBC MUD 23 WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48007301001",1184056,"TX","Wastewater","Ames WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48007525001",1184122,"TX","Wastewater","Faulkey Gully WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48007569001",1184147,"TX","Wastewater","Timberhills WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48007581001",1184157,"TX","Wastewater","Paddock Ranch WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48007805001",1184279,"TX","Wastewater","Champion Lake WWTP","","Public","N","","N","FA","Partial",09-MAY-23,"Y"
"48007850001",1184305,"TX","Wastewater","Fairfax CS - Treschwig Regional WWT","","Public","N","","N","FA","Partial",09-MAY-23,"Y"
"48009507001",1184509,"TX","Wastewater","Tiger Creek WWTP","","Public","N","","N","FA","Partial",09-MAY-23,"Y"
"48001040001",1182899,"TX","Wastewater","San Elizario CS - Roberto Bustamant","","Public","N","","N","FA","Partial",09-MAY-23,"Y"
"48001052001",1182902,"TX","Wastewater","Marfa - Main Plant","","Public","N","","N","FA","Partial",07-MAY-23,"Y"
"48005005002",3533816,"TX","Wastewater","New Boston - Telford Unit WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48004296001",3131728,"TX","Wastewater","Tanglewood CS - Little Mineral Cree","","Public","N","","N","FA","Partial",11-MAY-23,"Y"
"48071128001",3136408,"TX","Wastewater","Camfield MUD WWCS - CS","","Public","N","","N","FA","Partial",10-MAY-23,"Y"
"48007675001",1184206,"TX","Wastewater","Kleinwood CS - Kleinwood Central WW","","Public","N","","N","FA","Partial",10-MAY-23,"Y"
"48008073001",1184414,"TX","Wastewater","Moulton WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48008204001",1184464,"TX","Wastewater","Tahitian Village CS - Bastrop WCID","","Public","N","","N","FA","Partial",10-MAY-23,"Y"
"48009009001",1184472,"TX","Wastewater","Menard WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48001202001",1227769,"TX","Wastewater","BISHOP STP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48003117001",1227825,"TX","Wastewater","TAYLOR STP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48005014001",1227869,"TX","Wastewater","Winona WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48007781002",429612,"TX","Decentralized Wastewater Treatment","Liberty County - Texas SSA-OSSF","Estimated OSSF installs in the next 20 years.","Public","N","","N","FA","Full",03-MAY-23,""
"48000105500",3513838,"TX","Stormwater","Amarillo Storm Sewer System","","Public","N","","N","FA","None",03-MAY-23,"Y"
"48000118001",1182808,"TX","Wastewater","Shamrock New North WWTP","","Public","N","","N","FA","Partial",10-MAY-23,"Y"
"48001024001",1182892,"TX","Wastewater","WICKETT STP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48001199001",1182976,"TX","Wastewater","La Grulla WWTP","","Public","N","","N","FA","Partial",05-MAY-23,"Y"
"48001211001",1182991,"TX","Wastewater","ODEM STP","","Public","N","","N","FA","Partial",10-MAY-23,"Y"
"48001236001",1183015,"TX","Wastewater","Goliad WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48003040002",1183206,"TX","Wastewater","Still Creek WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48003133001",1183272,"TX","Wastewater","Marquez WWTP","","Public","N","","N","FA","Partial",04-MAY-23,"Y"
"48005072001",1183621,"TX","Wastewater","Caddo Creek WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48007054001",1183875,"TX","Wastewater","Waller WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48007295001",1184047,"TX","Wastewater","Brookshire WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48007637001",1184186,"TX","Wastewater","Lincoln Green CS - Lincoln Green WW","","Public","N","","N","FA","Partial",22-MAY-23,"Y"
"48007728001",1184240,"TX","Wastewater","Rolling Fork WWTP","","Public","N","","N","FA","Partial",10-MAY-23,"Y"
"48007751001",1184252,"TX","Wastewater","Timberlane WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48008152001",1184448,"TX","Wastewater","Monument CS - La Grange WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48001484001",1067927,"TX","Wastewater","Old Houston Highway CS","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48001186001",2958243,"TX","Wastewater","Sarita WWTP","","Public","N","","N","FA","Partial",09-MAY-23,"Y"
"48003024001",2971022,"TX","Wastewater","South STP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48001587012",2835522,"TX","Wastewater","Alamo Terrace CS - Alamo WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48007033006",2881937,"TX","Wastewater","West District WWTP - Baytown","","Public","N","","N","FA","Partial",05-MAY-23,""
"48001246002",2886062,"TX","Wastewater","Wharton WWTP #2","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48006009001",1227896,"TX","Wastewater","MAIN STP","","Public","N","","N","FA","Partial",09-MAY-23,"Y"
"48151251001",2882440,"TX","Wastewater","Port of Houston Authority WWTP","","Public","N","","N","FA","Partial",09-MAY-23,"Y"
"48007039115",3148168,"TX","Wastewater","Woodland Trails CS - White Oak MUD","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48001048001",3149313,"TX","Wastewater","Harris Co MUD #285 WWTP","","Public","N","","N","FA","Partial",09-MAY-23,"Y"
"48004078004",1227845,"TX","Wastewater","Paw Paw WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48001132003",2809368,"TX","Wastewater","Doe Branch WRP","","Public","N","","N","FA","Partial",10-MAY-23,"Y"
"48001560001",2885525,"TX","Wastewater","Chapa CS","","Public","N","","N","FA","Partial",10-MAY-23,"Y"
"48005011001",2917043,"TX","Wastewater","West WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48008045807",3506400,"TX","Stormwater","San Antonio Stormwater System","","Public","N","","N","FA","None",03-MAY-23,"Y"
"48003008902",3532196,"TX","Stormwater","Temple","","Public","N","","N","FA","None",03-MAY-23,"Y"
"48071103001",3124290,"TX","Wastewater","Greatwood WWTP","","Public","N","","N","FA","Partial",10-MAY-23,"Y"
"48022012001",3173948,"TX","Wastewater","Ransom Canyon WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48000209001",1182860,"TX","Wastewater","Etter CS - Cactus WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48003035002",1183203,"TX","Wastewater","Upper Gilleland Creek WWTP","","Public","N","","N","FA","Partial",10-MAY-23,"Y"
"48003132001",1183271,"TX","Wastewater","Lometa CS - Kirby Creek LCRA","","Public","N","","N","FA","Partial",05-MAY-23,"Y"
"48003158001",1183279,"TX","Wastewater","Hills of Lakeway WWTP","","Public","N","","N","FA","Partial",04-MAY-23,"Y"
"48004114001",1183423,"TX","Wastewater","Blue Mound CS - Village Creek WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48004320001",1183508,"TX","Wastewater","Rice WWTP","","Public","N","","N","FA","Partial",11-MAY-23,"Y"
"48004338001",1183515,"TX","Wastewater","Watauga CS - Village Creek WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48005069001",1183618,"TX","Wastewater","Eustace WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48007014001",1183785,"TX","Wastewater","Sweeny WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48001006001",1182875,"TX","Wastewater","Grandfalls WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48001103001",1182907,"TX","Wastewater","Combes / Primera CS - Plant #2 Harl","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48001131002",1182936,"TX","Wastewater","Bowie Park WWTP","","Public","N","","N","FA","Partial",03-MAY-23,"Y"
"48002026001",1183122,"TX","Wastewater","Tuscola CS","","Public","N","","N","FA","Partial",10-MAY-23,"Y"
